received_at|slot|value|simulation_duration|total_duration
2023-03-1514:02:35.106011|6005411|88628577618420224|138899|0
2023-03-1514:02:35.101768|6005411|88628577618420224|85422|229662
2023-03-1514:02:34.951339|6005411|88628577618420224|93167|263401
2023-03-1514:02:35.131809|6005411|88628577618420224|97933|264795
2023-03-1514:02:35.206741|6005411|88628577618420224|106726|125014
2023-03-1514:02:35.210395|6005411|88628577618420224|81968|194460
2023-03-1514:02:35.021165|6005411|88628577618420224|91076|224824
2023-03-1514:02:35.157597|6005411|88628577618420224|82622|98960
2023-03-1514:02:35.269751|6005411|88628577618420224|101009|117277
2023-03-1514:02:35.049419|6005411|88628577618420224|98808|194194
2023-03-1514:02:35.160054|6005411|88628577618420224|94490|185375
2023-03-1514:01:11.611416|6005404|37614004110774944|831795|0
2023-03-1514:02:47.100397|6005412|161309081662764456|149081|176649
2023-03-1514:04:35.645868|6005421|209896648162441056|113588|129429
2023-03-1514:04:35.333441|6005421|209896648162441056|100198|244919
2023-03-1514:03:36.025663|6005416|73160385159220621|146088|169614
2023-03-1514:03:36.0239|6005416|73160385159220621|114234|146932
2023-03-1514:03:36.117253|6005416|73160385159220621|148068|176188
2023-03-1514:04:35.383089|6005421|209896648162441056|140875|158684
2023-03-1514:04:35.3704|6005421|209896648162441056|127163|219002
2023-03-1514:04:35.394265|6005421|209896648162441056|106098|234705
2023-03-1514:04:35.409919|6005421|209896648162441056|131365|148926
2023-03-1514:04:35.913598|6005421|209896648162441056|141572|163400
2023-03-1514:04:35.997802|6005421|209896648162441056|110294|261497
2023-03-1514:04:36.129855|6005421|209896648162441056|117010|220712
2023-03-1514:04:35.322339|6005421|209896648162441056|114687|229696
2023-03-1514:04:35.406218|6005421|209896648162441056|107132|236619
2023-03-1514:04:35.511748|6005421|209896648162441056|82642|212823
2023-03-1514:04:35.678276|6005421|209896648162441056|93158|0
2023-03-1514:04:35.748149|6005421|209896648162441056|122539|284890
2023-03-1514:04:35.798119|6005421|209896648162441056|138042|261266
2023-03-1514:04:47.449851|6005422|125131718521056773|129204|246666
2023-03-1514:04:35.899061|6005421|209896648162441056|112199|263478
2023-03-1514:04:35.349763|6005421|209896648162441056|99721|261485
2023-03-1514:04:35.643927|6005421|209896648162441056|135726|0
2023-03-1514:04:35.979905|6005421|209896648162441056|87915|107450
2023-03-1514:04:35.502448|6005421|209896648162441056|101047|227371
2023-03-1514:04:35.77958|6005421|209896648162441056|67350|82883
2023-03-1514:04:35.577097|6005421|209896648162441056|134054|152016
2023-03-1514:04:35.708485|6005421|209896648162441056|73546|93993
2023-03-1514:04:35.746839|6005421|209896648162441056|128304|328929
2023-03-1514:04:35.876023|6005421|209896648162441056|89003|193497
2023-03-1514:04:35.857762|6005421|209896648162441056|124729|143534
2023-03-1514:04:36.065637|6005421|209896648162441056|131278|225486
2023-03-1514:04:35.722796|6005421|209896648162441056|92733|181656
2023-03-1514:04:35.738219|6005421|209896648162441056|139589|231417
2023-03-1514:04:35.830033|6005421|209896648162441056|123318|312916
2023-03-1514:04:35.848222|6005421|209896648162441056|130940|150089
2023-03-1514:04:36.058567|6005421|209896648162441056|73975|89867
2023-03-1514:04:36.1137|6005421|209896648162441056|139926|261215
2023-03-1514:04:36.206809|6005421|209896648162441056|170133|188311
2023-03-1514:04:36.080948|6005421|209896648162441056|148342|166405
2023-03-1514:04:36.137439|6005421|209896648162441056|96764|117572
2023-03-1514:05:59.674239|6005428|30839355152394077|292596|855316
2023-03-1514:05:47.367678|6005427|31098079877824471|265485|472277
2023-03-1514:05:36.164571|6005426|33102984001509445|200293|461582
2023-03-1514:07:36.717596|6005436|97427015692892971|94378|110366
2023-03-1514:06:11.863439|6005429|62466144403225896|235059|399239
2023-03-1514:09:12.358484|6005444|116758971692731727|126111|141967
2023-03-1514:08:12.223074|6005439|141077527990871093|248332|266919
2023-03-1514:09:57.469984|6005448|53927534557244909|123118|138079
2023-03-1514:09:23.593732|6005445|27442460776394877|864749|969629
2023-03-1514:10:23.806907|6005450|110947745315540880|157173|188255
2023-03-1514:10:35.847852|6005451|45114725595241305|405515|422840
2023-03-1514:11:10.039904|6005454|209762473004020374|74315|96734
2023-03-1514:08:24.301473|6005440|32184199358186292|145536|211851
2023-03-1514:08:24.199209|6005440|32184199358186292|146855|220327
2023-03-1514:11:23.567023|6005455|157872684086268952|158893|182096
2023-03-1514:10:23.788591|6005450|110947745315540880|85834|104655
2023-03-1514:10:23.886098|6005450|110947745315540880|112760|146802
2023-03-1514:10:23.779791|6005450|110947745315540880|120549|235012
2023-03-1514:12:58.099682|6005463|22480634040929016|88309|104137
2023-03-1514:11:35.975417|6005456|63500667575934462|239189|393678
2023-03-1514:11:35.822141|6005456|63500667575934462|279700|407119
2023-03-1514:12:59.409505|6005463|22480634040929016|141375|0
2023-03-1514:12:58.125486|6005463|22480634040929016|92578|224307
2023-03-1514:12:58.280737|6005463|22480634040929016|78098|101249
2023-03-1514:12:58.203476|6005463|22480634040929016|130062|146958
2023-03-1514:12:58.422737|6005463|22480634040929016|95575|243286
2023-03-1514:12:58.735508|6005463|22480634040929016|144696|160297
2023-03-1514:12:59.162153|6005463|22480634040929016|116324|134470
2023-03-1514:12:58.399589|6005463|22480634040929016|159311|0
2023-03-1514:12:59.292578|6005463|22480634040929016|184116|281466
2023-03-1514:12:58.364232|6005463|22480634040929016|106053|202683
2023-03-1514:12:58.53199|6005463|22480634040929016|117643|136386
2023-03-1514:12:58.516998|6005463|22480634040929016|158110|252538
2023-03-1514:12:58.691436|6005463|22480634040929016|137741|156823
2023-03-1514:12:58.502255|6005463|22480634040929016|150366|248366
2023-03-1514:12:58.531379|6005463|22480634040929016|130463|289562
2023-03-1514:12:58.83295|6005463|22480634040929016|112023|0
2023-03-1514:12:59.299149|6005463|22480634040929016|143715|162301
2023-03-1514:12:58.64318|6005463|22480634040929016|149453|247830
2023-03-1514:12:58.323084|6005463|22480634040929016|129767|239500
2023-03-1514:12:58.472857|6005463|22480634040929016|130127|145385
2023-03-1514:12:58.606482|6005463|22480634040929016|136539|154537
2023-03-1514:12:58.463675|6005463|22480634040929016|78899|99595
2023-03-1514:12:58.578476|6005463|22480634040929016|180184|0
2023-03-1514:12:58.654374|6005463|22480634040929016|120858|137631
2023-03-1514:12:58.805601|6005463|22480634040929016|122326|138606
2023-03-1514:12:58.752426|6005463|22480634040929016|132112|228680
2023-03-1514:12:59.026441|6005463|22480634040929016|100711|117282
2023-03-1514:12:58.778884|6005463|22480634040929016|120730|250769
2023-03-1514:12:58.720152|6005463|22480634040929016|127834|0
2023-03-1514:12:58.926766|6005463|22480634040929016|182055|0
2023-03-1514:12:23.828429|6005460|31437963536627038|203684|344821
2023-03-1514:12:58.871909|6005463|22480634040929016|144975|162988
2023-03-1514:12:58.954374|6005463|22480634040929016|146373|163168
2023-03-1514:12:58.911418|6005463|22480634040929016|124194|221390
2023-03-1514:12:58.638571|6005463|22480634040929016|149001|332558
2023-03-1514:12:58.7254|6005463|22480634040929016|119446|301486
2023-03-1514:12:58.847905|6005463|22480634040929016|196316|286860
2023-03-1514:12:59.649541|6005463|22480634040929016|149374|0
2023-03-1514:12:59.569078|6005463|22480634040929016|108066|290847
2023-03-1514:12:59.741685|6005463|22480634040929016|151514|169327
2023-03-1514:12:59.052633|6005463|22480634040929016|106706|207224
2023-03-1514:12:59.1945|6005463|22480634040929016|149976|166864
2023-03-1514:12:59.233583|6005463|22480634040929016|114858|138428
2023-03-1514:12:59.231398|6005463|22480634040929016|125539|324532
2023-03-1514:12:58.904958|6005463|22480634040929016|122763|0
2023-03-1514:12:59.163448|6005463|22480634040929016|120530|312684
2023-03-1514:12:59.217611|6005463|22480634040929016|171949|0
2023-03-1514:12:59.070487|6005463|22480634040929016|136789|303795
2023-03-1514:12:59.163719|6005463|22480634040929016|125280|263125
2023-03-1514:12:59.437961|6005463|22480634040929016|106503|121161
2023-03-1514:12:59.516957|6005463|22480634040929016|138876|155811
2023-03-1514:12:59.378491|6005463|22480634040929016|174014|273926
2023-03-1514:12:59.594929|6005463|22480634040929016|137996|157600
2023-03-1514:12:59.430268|6005463|22480634040929016|167796|358476
2023-03-1514:12:59.359637|6005463|22480634040929016|134857|238334
2023-03-1514:12:59.688444|6005463|22480634040929016|114786|227275
2023-03-1514:12:59.667311|6005463|22480634040929016|115967|132771
2023-03-1514:12:59.096539|6005463|22480634040929016|116731|136307
2023-03-1514:12:58.269606|6005463|22480634040929016|126191|263738
2023-03-1514:12:58.158563|6005463|22480634040929016|97940|197170
2023-03-1514:12:58.304978|6005463|22480634040929016|150331|168400
2023-03-1514:12:58.251461|6005463|22480634040929016|111084|281017
2023-03-1514:12:59.321349|6005463|22480634040929016|137231|324538
2023-03-1514:13:59.781994|6005468|154577831483468896|130100|352560
2023-03-1514:13:24.045748|6005465|224101406959236255|176729|223086
2023-03-1514:13:11.518177|6005464|66525223757953642|145611|245535
2023-03-1514:14:13.795443|6005469|267831440951420883|126856|163647
2023-03-1514:14:49.836954|6005472|1236388754422662766|165125|325514
2023-03-1514:13:47.674432|6005467|30839875264221224|109116|208547
2023-03-1514:15:59.712036|6005478|660464289511969010|137646|167094
2023-03-1514:16:35.279487|6005481|116976049315243614|113935|228220
2023-03-1514:16:24.798008|6005480|27831835242994401|110951|124079
2023-03-1514:15:35.726249|6005476|92198403424071581|434270|680663
2023-03-1514:17:23.506014|6005485|81237912112207876|132071|149737
2023-03-1514:17:12.005173|6005484|433216853498040826|235392|252327
2023-03-1514:17:45.283129|6005487|15138758458986698|106161|118878
2023-03-1514:18:11.716663|6005489|520869795538926921|340590|376442
2023-03-1514:20:11.860014|6005499|185321948994656238|117554|145576
2023-03-1514:18:36.236413|6005491|56593564584907810|158903|174843
2023-03-1514:18:46.667287|6005492|474137046414517560|120938|376990
2023-03-1514:20:36.058718|6005501|52359308007210388|122564|141380
2023-03-1514:19:11.306193|6005494|186675436961869880|127317|248879
2023-03-1514:20:59.205692|6005503|30344062187179099|119897|242905
2023-03-1514:19:47.908059|6005497|102148036391433386|113683|139330
2023-03-1514:20:00.687934|6005498|298863320834754432|100592|212209
2023-03-1514:20:00.858183|6005498|298863320834754432|121344|231528
2023-03-1514:22:36.299095|6005511|119710725178821713|174887|199331
2023-03-1514:23:00.740528|6005513|49727911116197008|231376|426645
2023-03-1514:21:58.991777|6005508|81743026436836671|127741|146638
2023-03-1514:22:11.002747|6005509|37367193901966376|275503|307861
2023-03-1514:21:36.175232|6005506|43667735610749240|114952|180260
2023-03-1514:21:36.150365|6005506|43667735610749240|88275|362439
2023-03-1514:21:36.54614|6005506|43667735610749240|108199|165977
2023-03-1514:21:36.121435|6005506|43667735610749240|161055|228400
2023-03-1514:21:36.297402|6005506|43667735610749240|135188|192214
2023-03-1514:21:36.214874|6005506|43667735610749240|119244|190616
2023-03-1514:21:36.286137|6005506|43667735610749240|84715|234412
2023-03-1514:21:36.373199|6005506|43667735610749240|97270|168497
2023-03-1514:21:36.486131|6005506|43667735610749240|125220|183818
2023-03-1514:23:11.573584|6005514|60697211234935207|189341|216178
2023-03-1514:23:11.486528|6005514|60697211234935207|139876|163711
2023-03-1514:23:24.079841|6005515|99660089440389744|237510|464691
2023-03-1514:24:37.523095|6005521|260472406539622837|175303|197087
2023-03-1514:23:24.10135|6005515|99660089440389744|191797|393830
2023-03-1514:23:24.196502|6005515|99660089440389744|418859|618285
2023-03-1514:23:36.083903|6005516|560956794681963968|358446|402328
2023-03-1514:24:00.198279|6005518|73304480203635827|286353|434915
2023-03-1514:24:46.233053|6005522|27380858123299841|146130|300181
2023-03-1514:25:24.466135|6005525|68854730255314041|102264|117320
2023-03-1514:27:57.00973|6005538|162319158049235716|91295|107852
2023-03-1514:26:33.898793|6005531|57107041419249704|157717|305548
2023-03-1514:26:33.727444|6005531|57107041419249704|157644|462464
2023-03-1514:26:34.018549|6005531|57107041419249704|124369|242078
2023-03-1514:26:33.915076|6005531|57107041419249704|121075|0
2023-03-1514:26:34.360646|6005531|57107041419249704|167679|299111
2023-03-1514:26:34.096508|6005531|57107041419249704|142826|0
2023-03-1514:24:23.544224|6005520|512738483878159813|374071|489989
2023-03-1514:28:23.96689|6005540|40953706442860398|221918|246145
2023-03-1514:26:47.748181|6005532|68946889496854479|214858|231392
2023-03-1514:26:47.901326|6005532|68946889496854479|244397|258036
2023-03-1514:29:12.380485|6005544|77177818998990656|232797|255877
2023-03-1514:26:34.173523|6005531|57107041419249704|110992|214449
2023-03-1514:26:34.812783|6005531|57107041419249704|149284|300445
2023-03-1514:26:34.495542|6005531|57107041419249704|136829|0
2023-03-1514:26:34.660371|6005531|57107041419249704|119268|283807
2023-03-1514:26:34.569465|6005531|57107041419249704|107176|261961
2023-03-1514:26:34.441952|6005531|57107041419249704|124229|0
2023-03-1514:26:35.15335|6005531|57107041419249704|185413|0
2023-03-1514:26:35.260261|6005531|57107041419249704|98588|239337
2023-03-1514:26:35.301217|6005531|57107041419249704|132613|274919
2023-03-1514:28:46.217516|6005542|190574492195868716|341687|482597
2023-03-1514:32:21.654031|6005560|34577387440995048|69568|159943
2023-03-1514:29:24.088488|6005545|192671720349724496|155073|279436
2023-03-1514:29:12.280675|6005544|77177818998990656|146821|169293
2023-03-1514:29:12.037368|6005544|77177818998990656|144316|168071
2023-03-1514:29:12.15252|6005544|77177818998990656|210080|346862
2023-03-1514:29:11.927545|6005544|77177818998990656|150318|173824
2023-03-1514:29:12.040469|6005544|77177818998990656|151448|292355
2023-03-1514:29:12.06962|6005544|77177818998990656|173818|202087
2023-03-1514:29:12.242546|6005544|77177818998990656|130763|267860
2023-03-1514:29:12.350182|6005544|77177818998990656|125541|149773
2023-03-1514:31:11.205478|6005554|184407006091280021|366549|730305
2023-03-1514:29:59.789328|6005548|1162784475139147046|175552|297603
2023-03-1514:33:00.871809|6005563|132668110572260766|241579|259589
2023-03-1514:30:23.557498|6005550|568922138842640896|210676|256846
2023-03-1514:30:23.663426|6005550|568922138842640896|216489|256898
2023-03-1514:30:23.928303|6005550|568922138842640896|233294|434039
2023-03-1514:30:22.842718|6005550|568922138842640896|142108|179752
2023-03-1514:30:22.626665|6005550|568922138842640896|139413|181014
2023-03-1514:30:22.854193|6005550|568922138842640896|137651|179360
2023-03-1514:30:23.1323|6005550|568922138842640896|174120|203520
2023-03-1514:30:24.162425|6005550|568922138842640896|345345|698237
2023-03-1514:30:23.162753|6005550|568922138842640896|257921|302792
2023-03-1514:30:23.960026|6005550|568922138842640896|206833|394496
2023-03-1514:30:23.362807|6005550|568922138842640896|177476|217969
2023-03-1514:33:24.524502|6005565|33613513620109642|76794|204853
2023-03-1514:33:24.608062|6005565|33613513620109642|103924|125776
2023-03-1514:33:24.660572|6005565|33613513620109642|100170|120625
2023-03-1514:33:24.661294|6005565|33613513620109642|116305|223400
2023-03-1514:31:34.882528|6005556|80721785180882510|552627|569123
2023-03-1514:35:48.616875|6005577|127753729297808699|325817|397860
2023-03-1514:33:36.229476|6005566|70002679021740140|125684|144018
2023-03-1514:33:59.418762|6005568|135849029524849803|79720|240958
2023-03-1514:34:35.724928|6005571|361956940300168023|203712|223251
2023-03-1514:36:00.56648|6005578|148222014902066072|187172|397683
2023-03-1514:35:23.778602|6005575|68528905317023250|128590|148925
2023-03-1514:37:00.485808|6005583|44551776470086344|145244|186480
2023-03-1514:37:00.450362|6005583|44551776470086344|128770|168981
2023-03-1514:36:12.202907|6005579|330833039010050122|262987|368472
2023-03-1514:37:35.346241|6005586|58574272992477564|161610|267167
2023-03-1514:37:46.802562|6005587|37303764512500840|149096|702476
2023-03-1514:37:47.324602|6005587|37303764512500840|247584|305754
2023-03-1514:37:47.938727|6005587|37303764512500840|374441|400298
2023-03-1514:37:46.469793|6005587|37303764512500840|115472|949642
2023-03-1514:37:46.500848|6005587|37303764512500840|176993|1039893
2023-03-1514:37:46.554502|6005587|37303764512500840|308165|0
2023-03-1514:37:46.616107|6005587|37303764512500840|277692|0
2023-03-1514:37:46.537491|6005587|37303764512500840|405086|0
2023-03-1514:37:47.234241|6005587|37303764512500840|315713|478113
2023-03-1514:37:47.534003|6005587|37303764512500840|518221|539572
2023-03-1514:37:47.403759|6005587|37303764512500840|573559|636995
2023-03-1514:37:47.380063|6005587|37303764512500840|570122|685033
2023-03-1514:37:46.531284|6005587|37303764512500840|236708|0
2023-03-1514:37:47.059776|6005587|37303764512500840|471088|0
2023-03-1514:37:46.657732|6005587|37303764512500840|545504|0
2023-03-1514:37:47.310464|6005587|37303764512500840|491555|600365
2023-03-1514:37:47.655268|6005587|37303764512500840|472113|495314
2023-03-1514:37:48.021238|6005587|37303764512500840|304715|465291
2023-03-1514:37:47.793003|6005587|37303764512500840|461502|0
2023-03-1514:37:47.99789|6005587|37303764512500840|333214|355032
2023-03-1514:37:47.958936|6005587|37303764512500840|312299|451501
2023-03-1514:37:48.061348|6005587|37303764512500840|314967|341391
2023-03-1514:39:11.622506|6005594|145043980438351306|156777|310922
2023-03-1514:37:46.734121|6005587|37303764512500840|549509|0
2023-03-1514:37:47.61551|6005587|37303764512500840|464528|0
2023-03-1514:37:47.458181|6005587|37303764512500840|574260|603182
2023-03-1514:37:47.730064|6005587|37303764512500840|427686|448426
2023-03-1514:37:47.718033|6005587|37303764512500840|408969|530377
2023-03-1514:37:46.594313|6005587|37303764512500840|225155|0
2023-03-1514:37:47.192714|6005587|37303764512500840|205057|404824
2023-03-1514:37:47.590296|6005587|37303764512500840|522755|543036
2023-03-1514:37:47.869191|6005587|37303764512500840|365658|385747
2023-03-1514:37:47.675525|6005587|37303764512500840|455719|481663
2023-03-1514:37:48.14359|6005587|37303764512500840|267079|289477
2023-03-1514:37:48.249113|6005587|37303764512500840|209236|246340
2023-03-1514:37:48.208471|6005587|37303764512500840|306533|0
2023-03-1514:37:47.61032|6005587|37303764512500840|462565|598885
2023-03-1514:37:47.126975|6005587|37303764512500840|398062|0
2023-03-1514:37:48.186226|6005587|37303764512500840|214762|345951
2023-03-1514:37:48.438111|6005587|37303764512500840|108580|253900
2023-03-1514:38:36.266081|6005591|32734352977336450|124461|139072
2023-03-1514:38:11.841569|6005589|53841047230713825|291153|311714
2023-03-1514:38:23.291063|6005590|111550972727488528|209683|0
2023-03-1514:38:23.463955|6005590|111550972727488528|187506|227995
2023-03-1514:38:23.128208|6005590|111550972727488528|267012|0
2023-03-1514:38:23.206253|6005590|111550972727488528|184530|358243
2023-03-1514:38:23.554522|6005590|111550972727488528|164204|199025
2023-03-1514:39:46.897446|6005597|126413094338934818|126805|235399
2023-03-1514:38:59.619076|6005593|84003976821921357|160721|186430
2023-03-1514:40:12.834256|6005599|55047006060738595|137364|160473
2023-03-1514:41:23.611274|6005605|1159668490502399232|232635|401220
2023-03-1514:40:59.519816|6005603|282449852921182173|193104|329314
2023-03-1514:42:59.730635|6005613|735164821064370661|127432|226829
2023-03-1514:41:11.593378|6005604|201629701015641439|177816|193306
2023-03-1514:40:22.588625|6005600|134943301211305370|208400|228638
2023-03-1514:43:22.059359|6005615|132418708944652765|110715|134196
2023-03-1514:43:47.921354|6005617|74867272810622726|157938|181326
2023-03-1514:46:45.964223|6005632|216892433580651101|126366|250987
2023-03-1514:45:22.426476|6005625|511809811078183344|113405|235192
2023-03-1514:47:23.748349|6005635|152748516548935769|168844|317872
2023-03-1514:45:47.289246|6005627|158149989461768700|209799|348389
2023-03-1514:44:11.673025|6005619|175797779427616395|196057|696799
2023-03-1514:47:48.652592|6005637|337129418755209200|150289|175705
2023-03-1514:44:46.335157|6005622|63861600846985534|131580|318091
2023-03-1514:48:48.029448|6005642|138103273827950764|129512|150068
2023-03-1514:48:12.183229|6005639|172891273056353864|117771|217923
2023-03-1514:50:48.572859|6005652|47454773878800368|118612|148764
2023-03-1514:49:25.508835|6005645|142577065161439448|171805|350491
2023-03-1514:53:11.332712|6005664|1655530869032876800|130334|227923
2023-03-1514:53:12.39378|6005664|1655530869032876800|124795|327105
2023-03-1514:51:11.185246|6005654|225510950140293133|170544|941209
2023-03-1514:53:11.110649|6005664|1655530869032876800|128787|191564
2023-03-1514:53:11.144371|6005664|1655530869032876800|120778|401778
2023-03-1514:53:11.000301|6005664|1655530869032876800|127975|184660
2023-03-1514:53:11.037655|6005664|1655530869032876800|191044|340607
2023-03-1514:53:11.465145|6005664|1655530869032876800|87805|153321
2023-03-1514:53:11.21015|6005664|1655530869032876800|134534|202050
2023-03-1514:53:11.360732|6005664|1655530869032876800|139793|200127
2023-03-1514:53:11.651789|6005664|1655530869032876800|145422|212959
2023-03-1514:53:11.258614|6005664|1655530869032876800|127965|374666
2023-03-1514:53:11.525156|6005664|1655530869032876800|166174|334706
2023-03-1514:53:11.56338|6005664|1655530869032876800|129736|196798
2023-03-1514:53:11.488035|6005664|1655530869032876800|150016|307215
2023-03-1514:53:11.692565|6005664|1655530869032876800|150145|228113
2023-03-1514:53:11.940052|6005664|1655530869032876800|112468|187779
2023-03-1514:53:11.383164|6005664|1655530869032876800|101859|356031
2023-03-1514:53:11.846868|6005664|1655530869032876800|109946|172416
2023-03-1514:53:11.920822|6005664|1655530869032876800|123613|342069
2023-03-1514:53:12.182259|6005664|1655530869032876800|206776|0
2023-03-1514:53:11.968505|6005664|1655530869032876800|120083|181436
2023-03-1514:53:11.708797|6005664|1655530869032876800|139396|432240
2023-03-1514:53:12.077724|6005664|1655530869032876800|203645|268141
2023-03-1514:53:12.162617|6005664|1655530869032876800|133364|339074
2023-03-1514:54:47.670127|6005672|177201482517998994|588869|908783
2023-03-1514:53:12.268116|6005664|1655530869032876800|120155|311817
2023-03-1514:53:12.302168|6005664|1655530869032876800|131342|197429
2023-03-1514:53:12.646322|6005664|1655530869032876800|144232|350389
2023-03-1514:53:12.19763|6005664|1655530869032876800|155471|220714
2023-03-1514:53:12.008875|6005664|1655530869032876800|172471|439168
2023-03-1514:53:12.420531|6005664|1655530869032876800|136749|205174
2023-03-1514:53:12.5156|6005664|1655530869032876800|117092|182492
2023-03-1514:53:12.514309|6005664|1655530869032876800|111619|0
2023-03-1514:53:12.787531|6005664|1655530869032876800|126378|192105
2023-03-1514:53:12.536924|6005664|1655530869032876800|127099|191123
2023-03-1514:53:12.598039|6005664|1655530869032876800|137648|282776
2023-03-1514:53:12.82303|6005664|1655530869032876800|146343|202611
2023-03-1514:53:12.860792|6005664|1655530869032876800|170511|365869
2023-03-1514:53:13.072489|6005664|1655530869032876800|137909|201258
2023-03-1514:53:12.935405|6005664|1655530869032876800|139097|231916
2023-03-1514:53:11.078556|6005664|1655530869032876800|139734|202967
2023-03-1514:54:12.065353|6005669|41812526183363903|112607|132401
2023-03-1514:52:48.724097|6005662|62620543046481389|194764|211504
2023-03-1514:55:48.821862|6005677|95793598657423641|147549|636609
2023-03-1514:55:00.5131|6005673|98077925577959963|102305|116336
2023-03-1514:55:13.118211|6005674|325057540971585828|159286|197359
2023-03-1514:55:56.255404|6005678|24237369413570259|141865|258911
2023-03-1514:56:11.73187|6005679|96777752793535217|198920|305395
2023-03-1514:56:11.7044|6005679|96777752793535217|131784|246380
2023-03-1514:55:56.399343|6005678|24237369413570259|153240|299985
2023-03-1514:56:24.275069|6005680|17862623458213044|145138|402694
2023-03-1514:55:56.401927|6005678|24237369413570259|148967|295244
2023-03-1514:56:58.904567|6005683|215772986412071832|198692|429458
2023-03-1514:56:36.201914|6005681|73004965668380856|133053|334528
2023-03-1514:57:33.745375|6005686|33535114911300261|141421|228163
2023-03-1514:57:12.053656|6005684|47287990916857569|247369|447080
2023-03-1514:57:12.173892|6005684|47287990916857569|213396|354544
2023-03-1514:56:47.334462|6005682|80163832988841656|138292|490075
2023-03-1514:58:12.289719|6005689|55173221041417729|161561|559293
2023-03-1514:57:48.12228|6005687|23827760634038984|362512|460489
2023-03-1514:58:12.168662|6005689|55173221041417729|209812|356001
2023-03-1514:59:23.824834|6005695|213687108890470464|170073|205563
2023-03-1514:58:25.340112|6005690|275306156226709856|366048|390707
2023-03-1514:59:37.07736|6005696|75379582910832149|104423|244527
2023-03-1514:59:59.977347|6005698|39355034138710154|270507|443974
2023-03-1515:00:12.213977|6005699|554424457430421035|255652|277871
2023-03-1515:00:23.906947|6005700|205425144508427339|176958|208404
2023-03-1515:00:48.250216|6005702|52030809544319901|168786|193438
2023-03-1515:01:00.044629|6005703|56732544415818820|158722|183719
2023-03-1515:00:48.213515|6005702|52030809544319901|156382|177331
2023-03-1515:01:35.508775|6005706|52279392622029989|107298|123587
2023-03-1515:01:24.177724|6005705|59222374734151033|240069|384661
2023-03-1515:01:24.206345|6005705|59222374734151033|181454|331508
2023-03-1515:01:58.172074|6005708|76272724556123080|122574|250536
2023-03-1515:02:36.146063|6005711|140679339697884782|149908|175003
2023-03-1515:03:11.577489|6005714|43834739657589267|122112|158907
2023-03-1515:02:48.453427|6005712|44165954064371256|107775|468509
2023-03-1515:03:46.408995|6005717|84120363210608008|137029|171514
2023-03-1515:04:24.471056|6005720|77192484649653568|176762|284482
2023-03-1515:04:24.615242|6005720|77192484649653568|222265|258082
2023-03-1515:04:24.683813|6005720|77192484649653568|198186|502566
2023-03-1514:57:23.801507|6005685|38030902344136067|123788|306102
2023-03-1515:05:13.516887|6005724|1036430377289256589|268329|418645
2023-03-1515:04:36.159146|6005721|82929678305343200|216481|345686
2023-03-1515:04:59.894262|6005723|25856496038506485|322061|729639
2023-03-1515:06:36.035073|6005731|71015993628658778|177352|286631
2023-03-1515:07:48.930791|6005737|49847631058660620|118113|134890
2023-03-1515:06:24.24386|6005730|150889992802670904|105395|279627
2023-03-1515:05:47.598743|6005727|149455395636721013|173348|352376
2023-03-1515:05:58.381189|6005728|70672758099012293|145514|250135
2023-03-1515:08:35.89163|6005741|119678235879053365|146759|165563
2023-03-1515:07:35.910158|6005736|73278809554611697|257763|356920
2023-03-1515:10:37.114404|6005751|150182167734686733|736565|836569
2023-03-1515:08:47.0412|6005742|114366112801283971|362043|376125
2023-03-1515:11:09.946428|6005754|192615752293011456|301494|0
2023-03-1515:09:33.793119|6005746|71296255684638622|314285|327346
2023-03-1515:11:10.234418|6005754|192615752293011456|576202|795034
2023-03-1515:11:10.592615|6005754|192615752293011456|616467|634925
2023-03-1515:09:00.062492|6005743|48602983838320272|173600|276585
2023-03-1515:11:10.348281|6005754|192615752293011456|465474|488148
2023-03-1515:11:10.042107|6005754|192615752293011456|306201|0
2023-03-1515:11:58.257068|6005758|85517625082720688|74151|182920
2023-03-1515:11:10.0735|6005754|192615752293011456|460162|651255
2023-03-1515:11:09.880702|6005754|192615752293011456|374084|410828
2023-03-1515:11:09.854484|6005754|192615752293011456|396632|0
2023-03-1515:11:10.289448|6005754|192615752293011456|526493|544348
2023-03-1515:11:10.416149|6005754|192615752293011456|563746|594097
2023-03-1515:11:10.112744|6005754|192615752293011456|372140|0
2023-03-1515:11:10.232449|6005754|192615752293011456|467797|528680
2023-03-1515:11:10.172227|6005754|192615752293011456|190105|237617
2023-03-1515:11:09.916065|6005754|192615752293011456|245765|547605
2023-03-1515:11:09.951112|6005754|192615752293011456|403440|0
2023-03-1515:11:10.540396|6005754|192615752293011456|553035|574954
2023-03-1515:11:10.469802|6005754|192615752293011456|579326|603666
2023-03-1515:11:10.605012|6005754|192615752293011456|622769|645265
2023-03-1515:11:10.441181|6005754|192615752293011456|673751|0
2023-03-1515:11:10.339096|6005754|192615752293011456|557802|785875
2023-03-1515:11:10.442512|6005754|192615752293011456|667149|864525
2023-03-1515:11:47.035453|6005757|199303490662251724|888310|916782
2023-03-1515:12:12.810724|6005759|101812553748764242|143909|165123
2023-03-1515:13:48.08125|6005767|200632784929528806|244557|260156
2023-03-1515:12:24.498762|6005760|101001990305456549|205103|349886
2023-03-1515:12:48.307584|6005762|170054013139145120|146849|271587
